6986,P2169,BP ENERGY - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6987,P2188,TOTAL GAS & POWER NORTH AMERICA - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6988,P2194,BNP PARIBAS ENERGY TRADING - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6989,P2215,ONEOK ENERGY SERVICES - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6990,P2269,COENERGY TRADING - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6991,P2305,SEQUENT ENERGY MANAGEMENT - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6992,P2311,MERIT ENERGY - TIER 2 POOL,LA,VERMILION,FLD,NaN,R,,9/22/2021,9/22/2021,153
6993,P2317,OCCIDENTAL ENERGY MARKETING - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6994,P2318,CHEVRON U.S.A. - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6995,P2319,TRACTEBEL ENERGY MARKETING - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6996,P2320,LOUIS DREYFUS ENERGY SERVICES - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6997,P2332,MAGNUM HUNTER PRODUCTION - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6998,P2337,EDF TRADING NORTH AMERICA - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6999,P2344,MACQUARIE ENERGY - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
7000,P2403,ENTERPRISE PRODUCTS OPERATING - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
7001,P2405,INTEGRYS ENERGY SERVICES - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
7002,P2411,ENBRIDGE MARKETING (U.S.) - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
7003,P2414,ENSTOR ENERGY SERVICES - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
7004,P2416,BG ENERGY MERCHANTS - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
5242,99815,PHELPS DODGE LATERAL POINT,CT,NEW LONDON,NaN,STA,D,,9/22/2021,9/22/2021,121
5243,99815,PHELPS DODGE LATERAL POINT,CT,NEW LONDON,NaN,STA,R,,9/22/2021,9/22/2021,121
5244,99817,BAY STATE,MA,BRISTOL,NaN,LDC,D,,9/22/2021,9/22/2021,121
5245,99818,BOS GAS CO D,MA,NORFOLK,NaN,LDC,D,,9/22/2021,9/22/2021,121
5246,99822,COMMONWEALTH,MA,MIDDLESEX,NaN,LDC,D,,9/22/2021,9/22/2021,121
5247,99823,CONNECTICUT NATURAL,CT,HARTFORD,NaN,LDC,D,,9/22/2021,9/22/2021,121
5248,99824,CONSOLIDATED EDISON,NY,WESTCHESTER,NaN,LDC,D,,9/22/2021,9/22/2021,121
5249,99825,FALL RIVER GAS,MA,BRISTOL,NaN,LDC,D,,9/22/2021,9/22/2021,121
5250,99826,BROOKFIELD IN-LINE TRANSFER POINT,CT,FAIRFIELD,NaN,STA,R,,9/22/2021,9/22/2021,121
5251,99830,NORWICH,CT,NEW LONDON,NaN,LDC,D,,9/22/2021,9/22/2021,121
5252,99831,ORANGE & ROCKLAND,NY,ROCKLAND,NaN,LDC,D,,9/22/2021,9/22/2021,121
5253,99832,PROVIDENCE,RI,PROVIDENCE,NaN,LDC,D,,9/22/2021,9/22/2021,121
5254,99833,SOUTHERN CONNECTICUT,CT,NEW HAVEN,NaN,LDC,D,,9/22/2021,9/22/2021,121
5255,99834,YANKEE,CT,NEW HAVEN,NaN,LDC,D,,9/22/2021,9/22/2021,121
5256,99835,BROOKFIELD,CT,FAIRFIELD,NaN,INT,D,,9/22/2021,9/22/2021,121
